transaction_id,account_id,counterparty_account_id,timestamp,amount,merchant_category,channel,device_id,ip_address,phone,email,balance,account_created_at,label
T000000369,A000265,A000318,2025-01-23 07:55:19.129782445+00:00,57.08,retail,card,D00246,10.0.1.122,+1-555-5939,user60668@example.com,1789.13,2015-11-12 07:55:19.129782445+00:00,0
T000000370,A000442,A000334,2025-01-23 09:22:27.636909227+00:00,24.81,electronics,card,D00162,10.0.1.181,+1-555-9645,user8708@example.com,795.27,2023-12-28 09:22:27.636909227+00:00,0
T000000371,A000328,A000214,2025-01-23 10:49:36.144036009+00:00,92.66,gaming,transfer,D00061,10.0.0.54,+1-555-9387,user41192@example.com,1557.75,2019-10-06 10:49:36.144036009+00:00,0
T000000372,A000406,A000476,2025-01-23 12:16:44.651162790+00:00,57.79,gaming,transfer,D00085,10.0.0.247,+1-555-6542,user56903@example.com,652.55,2015-07-23 12:16:44.651162790+00:00,0
T000000373,A000020,A000225,2025-01-23 13:43:53.158289572+00:00,56.93,utilities,card,D00052,10.0.1.170,+1-555-6144,user95301@example.com,1922.04,2023-03-05 13:43:53.158289572+00:00,0
T000000374,A000429,A000095,2025-01-23 15:11:01.665416354+00:00,42.7,electronics,wire,D00049,10.0.1.21,+1-555-0293,user49913@example.com,2040.33,2023-06-19 15:11:01.665416354+00:00,0
T000000375,A000475,A000090,2025-01-23 16:38:10.172543135+00:00,251.55,electronics,card,D00076,10.0.0.14,+1-555-6015,user1126@example.com,364.25,2021-07-16 16:38:10.172543135+00:00,0
T000000376,A000334,A000349,2025-01-23 18:05:18.679669917+00:00,19.98,electronics,transfer,D00124,10.0.0.62,+1-555-4204,user70433@example.com,1413.53,2015-05-19 18:05:18.679669917+00:00,0
T000000377,A000478,A000372,2025-01-23 19:32:27.186796699+00:00,3.31,utilities,wire,D00196,10.0.1.153,+1-555-0155,user68948@example.com,396.5,2022-10-31 19:32:27.186796699+00:00,0
T000000378,A000283,A000102,2025-01-23 20:59:35.693923480+00:00,122.03,retail,card,D00072,10.0.0.211,+1-555-9452,user23545@example.com,302.22,2018-09-14 20:59:35.693923480+00:00,0
T000000379,A000138,A000348,2025-01-23 22:26:44.201050262+00:00,15.52,utilities,wire,D00046,10.0.1.95,+1-555-4554,user41079@example.com,832.88,2022-05-28 22:26:44.201050262+00:00,0
T000000380,A000303,A000498,2025-01-23 23:53:52.708177044+00:00,27.33,travel,transfer,D00031,10.0.1.190,+1-555-7693,user4293@example.com,12550.73,2017-09-10 23:53:52.708177044+00:00,0
T000000381,A000314,A000266,2025-01-24 01:21:01.215303826+00:00,90.88,utilities,transfer,D00049,10.0.0.44,+1-555-0429,user12162@example.com,2490.68,2016-03-02 01:21:01.215303826+00:00,0
T000000382,A000072,A000485,2025-01-24 02:48:09.722430607+00:00,4.94,utilities,wire,D00108,10.0.0.227,+1-555-2450,user31105@example.com,4079.31,2024-08-19 02:48:09.722430607+00:00,0
T000000383,A000100,A000078,2025-01-24 04:15:18.229557389+00:00,7.02,travel,web,D00102,10.0.0.73,+1-555-8987,user9269@example.com,2179.24,2021-04-12 04:15:18.229557389+00:00,0
T000000384,A000145,A000201,2025-01-24 05:42:26.736684171+00:00,4.95,gaming,web,D00099,10.0.1.165,+1-555-9369,user27605@example.com,1578.7,2019-04-09 05:42:26.736684171+00:00,0
T000000385,A000273,A000278,2025-01-24 07:09:35.243810952+00:00,11.09,electronics,web,D00079,10.0.0.226,+1-555-0104,user64931@example.com,2741.64,2023-03-22 07:09:35.243810952+00:00,0
T000000386,A000073,A000179,2025-01-24 08:36:43.750937734+00:00,38.08,utilities,card,D00113,10.0.1.182,+1-555-8925,user38270@example.com,802.99,2018-09-17 08:36:43.750937734+00:00,0
T000000387,A000385,A000050,2025-01-24 10:03:52.258064516+00:00,41.44,utilities,card,D00161,10.0.0.149,+1-555-3070,user14777@example.com,1951.61,2021-05-29 10:03:52.258064516+00:00,0
T000000388,A000054,A000229,2025-01-24 11:31:00.765191297+00:00,32.34,crypto,card,D00011,10.0.0.72,+1-555-2160,user62441@example.com,3434.68,2024-09-08 11:31:00.765191297+00:00,0
T000000389,A000469,A000169,2025-01-24 12:58:09.272318079+00:00,5.97,retail,card,D00222,10.0.1.177,+1-555-9950,user85607@example.com,2343.82,2018-11-21 12:58:09.272318079+00:00,0
T000000390,A000337,A000101,2025-01-24 14:25:17.779444861+00:00,2.43,utilities,transfer,D00076,10.0.1.50,+1-555-5345,user59046@example.com,3619.98,2024-08-29 14:25:17.779444861+00:00,0
T000000391,A000169,A000186,2025-01-24 15:52:26.286571642+00:00,25.9,utilities,wire,D00034,10.0.0.96,+1-555-7950,user31092@example.com,1550.11,2023-01-14 15:52:26.286571642+00:00,0
T000000392,A000186,A000209,2025-01-24 17:19:34.793698424+00:00,15.31,crypto,wire,D00043,10.0.1.91,+1-555-1378,user80665@example.com,5185.72,2023-05-30 17:19:34.793698424+00:00,0
T000000393,A000346,A000441,2025-01-24 18:46:43.300825206+00:00,38.84,utilities,card,D00136,10.0.0.208,+1-555-7576,user34384@example.com,1133.9,2024-07-13 18:46:43.300825206+00:00,0
T000000394,A000044,A000245,2025-01-24 20:13:51.807951988+00:00,49.5,travel,web,D00130,10.0.0.23,+1-555-3663,user1519@example.com,7289.24,2020-12-10 20:13:51.807951988+00:00,0
T000000395,A000358,A000207,2025-01-24 21:41:00.315078769+00:00,28.17,electronics,web,D00022,10.0.0.130,+1-555-7128,user66012@example.com,2119.39,2016-05-07 21:41:00.315078769+00:00,0
T000000396,A000276,A000194,2025-01-24 23:08:08.822205551+00:00,52.46,travel,card,D00124,10.0.1.119,+1-555-6557,user71865@example.com,985.2,2021-12-29 23:08:08.822205551+00:00,0
T000000397,A000110,A000299,2025-01-25 00:35:17.329332333+00:00,30.85,retail,web,D00055,10.0.0.63,+1-555-0512,user22016@example.com,521.49,2022-08-29 00:35:17.329332333+00:00,0
T000000398,A000448,A000137,2025-01-25 02:02:25.836459114+00:00,41.68,travel,card,D00227,10.0.0.168,+1-555-8749,user37695@example.com,701.77,2016-12-31 02:02:25.836459114+00:00,0
T000000399,A000314,A000437,2025-01-25 03:29:34.343585896+00:00,12.13,gaming,wire,D00077,10.0.0.129,+1-555-2881,user703@example.com,621.73,2015-09-17 03:29:34.343585896+00:00,0
T000000400,A000081,A000209,2025-01-25 04:56:42.850712678+00:00,20.5,retail,card,D00249,10.0.1.110,+1-555-3647,user46998@example.com,1247.66,2022-01-15 04:56:42.850712678+00:00,0
T000000401,A000327,A000212,2025-01-25 06:23:51.357839459+00:00,29.87,electronics,transfer,D00144,10.0.1.173,+1-555-7984,user44582@example.com,483.39,2024-07-28 06:23:51.357839459+00:00,0
T000000402,A000205,A000031,2025-01-25 07:50:59.864966241+00:00,55.73,gaming,transfer,D00241,10.0.1.137,+1-555-8770,user25812@example.com,3767.65,2017-06-18 07:50:59.864966241+00:00,0
T000000403,A000382,A000441,2025-01-25 09:18:08.372093023+00:00,16.55,utilities,transfer,D00138,10.0.1.101,+1-555-8955,user52787@example.com,1463.49,2018-07-22 09:18:08.372093023+00:00,0
T000000404,A000246,A000235,2025-01-25 10:45:16.879219805+00:00,41.31,utilities,card,D00031,10.0.0.44,+1-555-4549,user67894@example.com,1416.75,2015-02-07 10:45:16.879219805+00:00,0
T000000405,A000499,A000068,2025-01-25 12:12:25.386346586+00:00,18.81,electronics,card,D00160,10.0.1.201,+1-555-3500,user44589@example.com,527.26,2018-05-31 12:12:25.386346586+00:00,0
T000000406,A000463,A000085,2025-01-25 13:39:33.893473368+00:00,67.83,utilities,transfer,D00140,10.0.0.60,+1-555-8195,user79567@example.com,723.98,2015-10-11 13:39:33.893473368+00:00,1
T000000407,A000020,A000182,2025-01-25 15:06:42.400600150+00:00,56.23,retail,card,D00204,10.0.0.202,+1-555-2594,user45799@example.com,226.72,2023-06-28 15:06:42.400600150+00:00,0
T000000408,A000205,A000390,2025-01-25 16:33:50.907726931+00:00,3.34,retail,card,D00097,10.0.1.157,+1-555-6431,user40930@example.com,4886.56,2023-05-26 16:33:50.907726931+00:00,0
T000000409,A000101,A000047,2025-01-25 18:00:59.414853713+00:00,6.71,gaming,wire,D00046,10.0.0.120,+1-555-2358,user66573@example.com,430.88,2018-05-31 18:00:59.414853713+00:00,0
T000000410,A000225,A000060,2025-01-25 19:28:07.921980495+00:00,5.57,travel,transfer,D00028,10.0.0.108,+1-555-2102,user17131@example.com,457.82,2017-08-03 19:28:07.921980495+00:00,0
T000000411,A000072,A000280,2025-01-25 20:55:16.429107276+00:00,2.38,utilities,transfer,D00185,10.0.0.13,+1-555-5480,user84568@example.com,4148.65,2021-03-06 20:55:16.429107276+00:00,0
T000000412,A000267,A000249,2025-01-25 22:22:24.936234058+00:00,12.45,electronics,card,D00058,10.0.0.179,+1-555-8649,user60496@example.com,1826.31,2020-09-30 22:22:24.936234058+00:00,0
T000000413,A000077,A000478,2025-01-25 23:49:33.443360840+00:00,51.91,retail,web,D00166,10.0.0.247,+1-555-2914,user36550@example.com,1475.26,2021-03-28 23:49:33.443360840+00:00,0
T000000414,A000311,A000376,2025-01-26 01:16:41.950487621+00:00,18.45,travel,transfer,D00033,10.0.0.233,+1-555-7263,user23447@example.com,1758.5,2024-07-26 01:16:41.950487621+00:00,0
T000000415,A000227,A000328,2025-01-26 02:43:50.457614403+00:00,29.9,retail,card,D00019,10.0.0.19,+1-555-0213,user79009@example.com,2873.02,2016-04-19 02:43:50.457614403+00:00,0
T000000416,A000496,A000167,2025-01-26 04:10:58.964741185+00:00,72.91,electronics,card,D00177,10.0.0.102,+1-555-6979,user1391@example.com,1450.84,2016-01-02 04:10:58.964741185+00:00,0
T000000417,A000439,A000313,2025-01-26 05:38:07.471867967+00:00,92.54,retail,card,D00086,10.0.0.2,+1-555-3907,user6268@example.com,389.62,2015-07-22 05:38:07.471867967+00:00,0
T000000418,A000300,A000292,2025-01-26 07:05:15.978994748+00:00,22.89,electronics,web,D00141,10.0.0.112,+1-555-0748,user60768@example.com,2408.0,2020-01-08 07:05:15.978994748+00:00,0
T000000419,A000224,A000139,2025-01-26 08:32:24.486121530+00:00,94.97,gaming,card,D00006,10.0.1.46,+1-555-5537,user48026@example.com,1877.84,2023-05-08 08:32:24.486121530+00:00,0
T000000420,A000357,A000185,2025-01-26 09:59:32.993248312+00:00,26.9,retail,transfer,D00047,10.0.0.4,+1-555-2392,user17183@example.com,3419.48,2021-01-07 09:59:32.993248312+00:00,0
T000000421,A000334,A000465,2025-01-26 11:26:41.500375093+00:00,10.62,crypto,card,D00022,10.0.0.82,+1-555-6342,user37615@example.com,493.1,2018-03-24 11:26:41.500375093+00:00,0
T000000422,A000069,A000269,2025-01-26 12:53:50.007501875+00:00,13.54,crypto,card,D00069,10.0.1.16,+1-555-0430,user78289@example.com,747.34,2023-04-27 12:53:50.007501875+00:00,0
T000000423,A000188,A000235,2025-01-26 14:20:58.514628657+00:00,5.58,travel,wire,D00070,10.0.1.23,+1-555-3429,user46594@example.com,1832.93,2023-07-03 14:20:58.514628657+00:00,0
T000000424,A000496,A000398,2025-01-26 15:48:07.021755438+00:00,10.09,travel,wire,D00093,10.0.1.192,+1-555-2360,user52812@example.com,629.16,2015-02-26 15:48:07.021755438+00:00,0
T000000425,A000159,A000133,2025-01-26 17:15:15.528882220+00:00,17.15,gaming,web,D00060,10.0.1.30,+1-555-3138,user9147@example.com,203.92,2024-09-11 17:15:15.528882220+00:00,0
T000000426,A000006,A000109,2025-01-26 18:42:24.036009002+00:00,54.79,utilities,wire,D00114,10.0.1.206,+1-555-0078,user72115@example.com,1568.48,2019-01-31 18:42:24.036009002+00:00,0
T000000427,A000417,A000493,2025-01-26 20:09:32.543135784+00:00,137.11,retail,card,D00225,10.0.1.105,+1-555-2838,user13882@example.com,2740.8,2023-07-22 20:09:32.543135784+00:00,0
T000000428,A000466,A000401,2025-01-26 21:36:41.050262565+00:00,6.16,utilities,web,D00021,10.0.1.19,+1-555-0886,user23348@example.com,1208.16,2024-10-29 21:36:41.050262565+00:00,0
T000000429,A000327,A000211,2025-01-26 23:03:49.557389347+00:00,36.34,retail,card,D00223,10.0.0.191,+1-555-6233,user29347@example.com,2076.64,2018-09-20 23:03:49.557389347+00:00,0
T000000430,A000317,A000473,2025-01-27 00:30:58.064516129+00:00,8.67,travel,web,D00103,10.0.0.55,+1-555-4594,user43092@example.com,1849.54,2023-03-20 00:30:58.064516129+00:00,0
T000000431,A000175,A000185,2025-01-27 01:58:06.571642910+00:00,39.44,travel,transfer,D00144,10.0.1.96,+1-555-2836,user27353@example.com,1350.72,2017-10-22 01:58:06.571642910+00:00,0
T000000432,A000179,A000337,2025-01-27 03:25:15.078769692+00:00,21.52,retail,transfer,D00167,10.0.1.213,+1-555-6164,user81575@example.com,1493.34,2016-10-30 03:25:15.078769692+00:00,0
T000000433,A000457,A000017,2025-01-27 04:52:23.585896474+00:00,3.93,retail,card,D00183,10.0.0.182,+1-555-9168,user38509@example.com,3941.48,2019-12-30 04:52:23.585896474+00:00,0
T000000434,A000429,A000348,2025-01-27 06:19:32.093023256+00:00,62.07,retail,card,D00235,10.0.0.177,+1-555-5418,user3558@example.com,619.31,2023-05-21 06:19:32.093023256+00:00,0
T000000435,A000249,A000089,2025-01-27 07:46:40.600150037+00:00,13.4,retail,wire,D00249,10.0.0.48,+1-555-2816,user45725@example.com,2486.01,2015-07-25 07:46:40.600150037+00:00,0
T000000436,A000156,A000120,2025-01-27 09:13:49.107276819+00:00,14.38,crypto,web,D00024,10.0.1.42,+1-555-4032,user12327@example.com,520.76,2021-05-03 09:13:49.107276819+00:00,0
T000000437,A000094,A000404,2025-01-27 10:40:57.614403601+00:00,8.42,retail,card,D00102,10.0.0.154,+1-555-7909,user22117@example.com,709.23,2017-06-07 10:40:57.614403601+00:00,0
T000000438,A000005,A000102,2025-01-27 12:08:06.121530382+00:00,12.75,utilities,card,D00134,10.0.0.5,+1-555-0993,user59132@example.com,3486.78,2023-02-15 12:08:06.121530382+00:00,0
T000000439,A000241,A000241,2025-01-27 13:35:14.628657164+00:00,37.63,utilities,card,D00130,10.0.0.3,+1-555-3197,user61922@example.com,508.84,2023-06-09 13:35:14.628657164+00:00,0
T000000440,A000276,A000460,2025-01-27 15:02:23.135783946+00:00,20.3,electronics,card,D00247,10.0.0.167,+1-555-4694,user66658@example.com,1104.04,2018-04-30 15:02:23.135783946+00:00,0
T000000441,A000337,A000477,2025-01-27 16:29:31.642910727+00:00,34.08,retail,card,D00162,10.0.0.231,+1-555-6347,user37582@example.com,8858.01,2022-12-23 16:29:31.642910727+00:00,0
T000000442,A000402,A000221,2025-01-27 17:56:40.150037509+00:00,35.23,electronics,web,D00100,10.0.0.228,+1-555-5765,user83786@example.com,3042.52,2019-09-27 17:56:40.150037509+00:00,0
T000000443,A000183,A000041,2025-01-27 19:23:48.657164291+00:00,91.9,utilities,web,D00230,10.0.1.114,+1-555-6990,user6013@example.com,742.68,2019-02-09 19:23:48.657164291+00:00,0
T000000444,A000083,A000143,2025-01-27 20:50:57.164291072+00:00,17.41,electronics,web,D00182,10.0.1.8,+1-555-9398,user37914@example.com,851.79,2023-10-31 20:50:57.164291072+00:00,0
T000000445,A000421,A000307,2025-01-27 22:18:05.671417854+00:00,5.6,retail,card,D00199,10.0.1.136,+1-555-1743,user24369@example.com,1169.0,2021-09-22 22:18:05.671417854+00:00,0
T000000446,A000381,A000168,2025-01-27 23:45:14.178544636+00:00,71.32,utilities,card,D00156,10.0.0.148,+1-555-4795,user4139@example.com,3825.92,2023-02-14 23:45:14.178544636+00:00,0
T000000447,A000266,A000359,2025-01-28 01:12:22.685671418+00:00,17.61,travel,card,D00016,10.0.0.116,+1-555-3799,user56014@example.com,601.05,2025-01-15 01:12:22.685671418+00:00,0
T000000448,A000019,A000496,2025-01-28 02:39:31.192798199+00:00,74.78,electronics,transfer,D00242,10.0.1.13,+1-555-0881,user5681@example.com,572.64,2015-08-05 02:39:31.192798199+00:00,0
T000000449,A000233,A000310,2025-01-28 04:06:39.699924981+00:00,35.99,utilities,transfer,D00178,10.0.0.52,+1-555-1275,user60687@example.com,2370.09,2024-10-22 04:06:39.699924981+00:00,0
T000000450,A000309,A000312,2025-01-28 05:33:48.207051763+00:00,21.52,utilities,card,D00037,10.0.1.126,+1-555-6285,user85484@example.com,349.01,2016-10-13 05:33:48.207051763+00:00,0
T000000451,A000429,A000264,2025-01-28 07:00:56.714178544+00:00,34.77,travel,web,D00062,10.0.0.92,+1-555-5106,user79966@example.com,646.22,2020-12-25 07:00:56.714178544+00:00,0
T000000452,A000254,A000093,2025-01-28 08:28:05.221305326+00:00,172.61,electronics,web,D00085,10.0.1.201,+1-555-2929,user68121@example.com,1251.29,2022-04-16 08:28:05.221305326+00:00,0
T000000453,A000231,A000289,2025-01-28 09:55:13.728432108+00:00,195.78,travel,web,D00063,10.0.1.235,+1-555-9094,user24547@example.com,1303.68,2019-11-01 09:55:13.728432108+00:00,0
T000000454,A000189,A000465,2025-01-28 11:22:22.235558889+00:00,26.3,retail,web,D00155,10.0.1.12,+1-555-3110,user65352@example.com,449.58,2015-12-03 11:22:22.235558889+00:00,0
T000000455,A000207,A000344,2025-01-28 12:49:30.742685671+00:00,28.79,travel,wire,D00136,10.0.0.156,+1-555-5962,user56221@example.com,1777.55,2018-07-16 12:49:30.742685671+00:00,0
T000000456,A000008,A000376,2025-01-28 14:16:39.249812453+00:00,71.97,retail,card,D00053,10.0.0.169,+1-555-9885,user49420@example.com,2086.02,2024-03-31 14:16:39.249812453+00:00,0
T000000457,A000051,A000431,2025-01-28 15:43:47.756939235+00:00,10.53,crypto,web,D00174,10.0.0.214,+1-555-7016,user47610@example.com,788.4,2017-06-12 15:43:47.756939235+00:00,0
T000000458,A000378,A000193,2025-01-28 17:10:56.264066016+00:00,266.81,gaming,wire,D00102,10.0.0.128,+1-555-7281,user14177@example.com,5057.39,2017-06-11 17:10:56.264066016+00:00,1
T000000459,A000181,A000168,2025-01-28 18:38:04.771192798+00:00,23.91,utilities,web,D00039,10.0.0.37,+1-555-2830,user84851@example.com,1757.57,2015-05-25 18:38:04.771192798+00:00,0
T000000460,A000425,A000484,2025-01-28 20:05:13.278319580+00:00,33.58,utilities,card,D00239,10.0.0.98,+1-555-9147,user83647@example.com,599.51,2023-01-14 20:05:13.278319580+00:00,0
T000000461,A000198,A000229,2025-01-28 21:32:21.785446361+00:00,10.66,retail,web,D00078,10.0.1.138,+1-555-4682,user72999@example.com,4898.21,2016-09-09 21:32:21.785446361+00:00,0
T000000462,A000498,A000366,2025-01-28 22:59:30.292573143+00:00,5.0,retail,card,D00058,10.0.0.26,+1-555-3014,user54771@example.com,881.25,2021-05-12 22:59:30.292573143+00:00,0
T000000463,A000090,A000317,2025-01-29 00:26:38.799699925+00:00,3.09,travel,transfer,D00179,10.0.0.224,+1-555-7407,user13198@example.com,1545.49,2021-07-04 00:26:38.799699925+00:00,0
T000000464,A000094,A000061,2025-01-29 01:53:47.306826706+00:00,8.03,electronics,web,D00190,10.0.1.181,+1-555-5304,user63455@example.com,907.39,2018-09-29 01:53:47.306826706+00:00,0
T000000465,A000293,A000157,2025-01-29 03:20:55.813953488+00:00,15.51,retail,card,D00038,10.0.0.43,+1-555-1313,user95877@example.com,2206.85,2019-09-22 03:20:55.813953488+00:00,0
T000000466,A000401,A000163,2025-01-29 04:48:04.321080270+00:00,18.3,gaming,wire,D00013,10.0.1.206,+1-555-0198,user13258@example.com,911.21,2022-10-06 04:48:04.321080270+00:00,0
T000000467,A000071,A000089,2025-01-29 06:15:12.828207051+00:00,170.24,electronics,transfer,D00212,10.0.0.236,+1-555-1217,user35521@example.com,956.53,2022-11-26 06:15:12.828207051+00:00,0
T000000468,A000251,A000389,2025-01-29 07:42:21.335333833+00:00,74.14,retail,web,D00126,10.0.0.211,+1-555-1593,user90582@example.com,1178.52,2018-07-29 07:42:21.335333833+00:00,0
T000000469,A000111,A000483,2025-01-29 09:09:29.842460615+00:00,9.37,travel,wire,D00114,10.0.1.100,+1-555-2244,user95459@example.com,896.45,2015-05-26 09:09:29.842460615+00:00,0
T000000470,A000368,A000483,2025-01-29 10:36:38.349587397+00:00,34.73,utilities,transfer,D00105,10.0.1.132,+1-555-3454,user44572@example.com,3157.23,2022-10-07 10:36:38.349587397+00:00,0
T000000471,A000280,A000097,2025-01-29 12:03:46.856714178+00:00,16.33,gaming,card,D00146,10.0.0.236,+1-555-2367,user28522@example.com,489.69,2019-09-19 12:03:46.856714178+00:00,0
T000000472,A000327,A000224,2025-01-29 13:30:55.363840960+00:00,18.46,retail,web,D00168,10.0.0.41,+1-555-9031,user28685@example.com,1300.21,2021-12-30 13:30:55.363840960+00:00,0
T000000473,A000134,A000116,2025-01-29 14:58:03.870967742+00:00,29.53,travel,web,D00020,10.0.1.228,+1-555-9623,user46893@example.com,1438.81,2022-07-26 14:58:03.870967742+00:00,0
T000000474,A000144,A000031,2025-01-29 16:25:12.378094523+00:00,45.57,utilities,web,D00066,10.0.0.4,+1-555-9723,user31951@example.com,1212.32,2017-02-16 16:25:12.378094523+00:00,0
T000000475,A000319,A000309,2025-01-29 17:52:20.885221305+00:00,17.47,retail,wire,D00238,10.0.1.179,+1-555-1586,user55046@example.com,2906.31,2017-11-02 17:52:20.885221305+00:00,0
T000000476,A000176,A000429,2025-01-29 19:19:29.392348087+00:00,71.08,gaming,web,D00041,10.0.0.217,+1-555-5340,user7969@example.com,402.16,2020-04-10 19:19:29.392348087+00:00,0
T000000477,A000345,A000038,2025-01-29 20:46:37.899474868+00:00,7.83,gaming,card,D00226,10.0.1.1,+1-555-1051,user6359@example.com,2109.77,2020-03-11 20:46:37.899474868+00:00,0
T000000478,A000076,A000320,2025-01-29 22:13:46.406601650+00:00,24.69,gaming,web,D00100,10.0.1.126,+1-555-7089,user476@example.com,494.74,2020-10-24 22:13:46.406601650+00:00,0
T000000479,A000150,A000017,2025-01-29 23:40:54.913728432+00:00,329.53,retail,transfer,D00047,10.0.1.214,+1-555-1376,user71566@example.com,891.57,2015-02-13 23:40:54.913728432+00:00,0
T000000480,A000050,A000421,2025-01-30 01:08:03.420855214+00:00,30.66,utilities,card,D00148,10.0.0.75,+1-555-2899,user92360@example.com,455.71,2015-08-18 01:08:03.420855214+00:00,0
T000000481,A000043,A000032,2025-01-30 02:35:11.927981995+00:00,102.84,electronics,card,D00165,10.0.1.149,+1-555-2029,user10471@example.com,1026.93,2024-04-24 02:35:11.927981995+00:00,0
T000000482,A000131,A000217,2025-01-30 04:02:20.435108777+00:00,26.88,retail,card,D00087,10.0.1.74,+1-555-4808,user91486@example.com,843.39,2016-12-03 04:02:20.435108777+00:00,0
T000000483,A000244,A000061,2025-01-30 05:29:28.942235559+00:00,43.85,retail,web,D00198,10.0.0.184,+1-555-3687,user16416@example.com,4967.23,2021-09-17 05:29:28.942235559+00:00,0
T000000484,A000072,A000206,2025-01-30 06:56:37.449362340+00:00,23.18,travel,card,D00015,10.0.0.212,+1-555-5406,user4818@example.com,1624.72,2018-07-20 06:56:37.449362340+00:00,0
T000000485,A000046,A000214,2025-01-30 08:23:45.956489122+00:00,20.69,retail,card,D00030,10.0.1.129,+1-555-1971,user29024@example.com,1904.22,2015-09-02 08:23:45.956489122+00:00,0
T000000486,A000438,A000269,2025-01-30 09:50:54.463615904+00:00,11.25,gaming,card,D00155,10.0.0.70,+1-555-5083,user29257@example.com,552.25,2020-11-08 09:50:54.463615904+00:00,0
T000000487,A000257,A000414,2025-01-30 11:18:02.970742685+00:00,37.72,utilities,web,D00144,10.0.0.252,+1-555-0878,user96074@example.com,2421.3,2020-06-17 11:18:02.970742685+00:00,0
T000000488,A000357,A000498,2025-01-30 12:45:11.477869467+00:00,10.47,retail,card,D00174,10.0.1.105,+1-555-0411,user11250@example.com,4967.05,2018-10-25 12:45:11.477869467+00:00,0
T000000489,A000363,A000170,2025-01-30 14:12:19.984996249+00:00,47.73,utilities,card,D00212,10.0.1.13,+1-555-1366,user97311@example.com,2686.32,2021-12-13 14:12:19.984996249+00:00,0
T000000490,A000050,A000461,2025-01-30 15:39:28.492123030+00:00,72.62,utilities,web,D00232,10.0.0.223,+1-555-2666,user86184@example.com,468.9,2022-06-06 15:39:28.492123030+00:00,0
T000000491,A000310,A000213,2025-01-30 17:06:36.999249812+00:00,35.39,retail,card,D00126,10.0.1.4,+1-555-7896,user48931@example.com,923.98,2019-01-11 17:06:36.999249812+00:00,0
T000000492,A000430,A000059,2025-01-30 18:33:45.506376594+00:00,18.43,gaming,card,D00125,10.0.0.255,+1-555-3305,user67300@example.com,1460.88,2022-12-27 18:33:45.506376594+00:00,0
T000000493,A000224,A000300,2025-01-30 20:00:54.013503376+00:00,38.63,utilities,web,D00230,10.0.1.145,+1-555-5200,user53332@example.com,844.1,2018-06-08 20:00:54.013503376+00:00,0
T000000494,A000431,A000361,2025-01-30 21:28:02.520630157+00:00,18.02,utilities,card,D00240,10.0.1.154,+1-555-6783,user91003@example.com,10161.82,2022-07-27 21:28:02.520630157+00:00,0
T000000495,A000472,A000151,2025-01-30 22:55:11.027756939+00:00,62.52,travel,card,D00011,10.0.1.203,+1-555-7458,user21184@example.com,910.67,2024-02-18 22:55:11.027756939+00:00,0
T000000496,A000273,A000294,2025-01-31 00:22:19.534883721+00:00,3.93,utilities,card,D00126,10.0.0.36,+1-555-5838,user95564@example.com,1293.77,2024-01-19 00:22:19.534883721+00:00,0
T000000497,A000050,A000216,2025-01-31 01:49:28.042010502+00:00,17.54,gaming,card,D00229,10.0.0.159,+1-555-1766,user41804@example.com,828.67,2022-06-22 01:49:28.042010502+00:00,0
T000000498,A000308,A000072,2025-01-31 03:16:36.549137284+00:00,3.35,electronics,web,D00012,10.0.1.182,+1-555-6628,user93206@example.com,1612.19,2024-01-16 03:16:36.549137284+00:00,0
T000000499,A000440,A000193,2025-01-31 04:43:45.056264066+00:00,5.5,retail,wire,D00244,10.0.1.64,+1-555-3051,user98441@example.com,4047.6,2021-12-24 04:43:45.056264066+00:00,0
T000000500,A000289,A000213,2025-01-31 06:10:53.563390847+00:00,95.95,travel,card,D00187,10.0.0.188,+1-555-5912,user84802@example.com,1468.33,2020-11-22 06:10:53.563390847+00:00,0
T000000501,A000400,A000170,2025-01-31 07:38:02.070517629+00:00,60.05,electronics,web,D00038,10.0.1.58,+1-555-9823,user79079@example.com,1124.16,2022-08-11 07:38:02.070517629+00:00,0
T000000502,A000267,A000457,2025-01-31 09:05:10.577644411+00:00,11.95,electronics,wire,D00160,10.0.0.231,+1-555-0727,user43474@example.com,567.29,2019-09-26 09:05:10.577644411+00:00,0
T000000503,A000209,A000194,2025-01-31 10:32:19.084771192+00:00,5.46,retail,web,D00107,10.0.1.187,+1-555-0856,user69739@example.com,3523.0,2021-03-30 10:32:19.084771192+00:00,0
T000000504,A000472,A000313,2025-01-31 11:59:27.591897974+00:00,1.27,utilities,transfer,D00083,10.0.1.23,+1-555-2499,user24472@example.com,1193.98,2024-04-05 11:59:27.591897974+00:00,0
T000000505,A000076,A000005,2025-01-31 13:26:36.099024756+00:00,14.25,gaming,web,D00155,10.0.0.223,+1-555-4386,user27841@example.com,1153.6,2021-09-21 13:26:36.099024756+00:00,0
T000000506,A000223,A000156,2025-01-31 14:53:44.606151538+00:00,276.0,electronics,web,D00183,10.0.1.55,+1-555-4789,user74144@example.com,206.2,2024-12-09 14:53:44.606151538+00:00,0
T000000507,A000077,A000443,2025-01-31 16:20:53.113278319+00:00,37.9,retail,wire,D00223,10.0.0.95,+1-555-2957,user76305@example.com,1209.82,2017-10-08 16:20:53.113278319+00:00,0
